epoch,accuracy,loss,val_accuracy,val_auc,val_logloss,val_loss,val_rmse
0,0.87778556,0.28292788019686194,0.9373334050178528,0.8727250294218296,0.14924433852093077,0.14924433813491694,0.21176103925855613
1,0.8800612,0.2829932824110799,0.9320697784423828,0.8745818675430881,0.16166314192034456,0.16166314102102755,0.22134397127465974
2,0.88078207,0.2845955661425197,0.9393709897994995,0.8843403609370236,0.14262406482929355,0.1426240648064874,0.20830170279914867
3,0.8813568,0.28643114868128183,0.916729748249054,0.8651021562663835,0.1852558100660052,0.18525580971333355,0.24039762273043452
4,0.881803,0.28774284044640047,0.8675442934036255,0.8631955594699354,0.27955009528056013,0.27955009490995575,0.3007616460708634
5,0.8822206,0.2886525422364978,0.9434527158737183,0.8865077483882431,0.13493372892921443,0.13494803334127123,0.20151086197335916
6,0.88282377,0.289048290666106,0.9395119547843933,0.8849539797891499,0.14223365494167547,0.14223909355031508,0.20774348446208013
7,0.8828541,0.29049684908950235,0.9307042956352234,0.8782177150946873,0.16093514894365682,0.16094958224601236,0.22174404414781657
8,0.8828547,0.29172217283261215,0.9391021728515625,0.8844839149240242,0.13698314071790593,0.13699427093730135,0.20593595331106263
9,0.8829897,0.29238951532355334,0.9374776482582092,0.8854479173293205,0.14640283592742606,0.14647068452688708,0.2108952034773709
10,0.8961738,0.2502926191861832,0.9360138177871704,0.889245395195769,0.14788908639080228,0.14788908592441613,0.2132193232945973
11,0.8984893,0.24604401796249423,0.9286683797836304,0.8877836751073224,0.1629945424299211,0.16299454221376106,0.22477270660806356
12,0.89999586,0.24398053278283147,0.9457705616950989,0.8870137908313572,0.1296010063946608,0.12962980256479306,0.19726011174002897
13,0.90091425,0.24209132274079215,0.916283905506134,0.8810396561292828,0.1870327156728169,0.18703271472323124,0.24254701779779783
14,0.90203536,0.240340859104351,0.9310321807861328,0.8840608667182897,0.16028046363441528,0.1602804628435645,0.2218333539152283
15,0.9027813,0.23904092092769558,0.9260390400886536,0.8769098769328469,0.17669901346811043,0.17669892027453157,0.23133143976572443
16,0.9034275,0.2381241252235188,0.9459230303764343,0.8887846408452866,0.13221289178287865,0.13221289212184326,0.19833029064713797
17,0.9112386,0.21741194620850846,0.9332418441772461,0.882426079915502,0.15659599127853052,0.15659599046023737,0.21887275739484996
18,0.9120777,0.21571332057776788,0.9313190579414368,0.8836012697726758,0.1631766956634049,0.16317669516220548,0.2229633407369283
19,0.9124777,0.21492387650736725,0.9420790076255798,0.8852133304743248,0.13960937903580425,0.13960937817912886,0.20498470224471785
